epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,190.222,0.48805,0.43737,0.86551,0.98289,1,0.995,0.8133,0.78251,0.38089,1.03042,0.00011569,0.00011569,0.00011569
190,191.344,0.4669,0.43075,0.8357,0.98269,1,0.995,0.81967,0.79316,0.3829,1.03696,0.000107438,0.000107438,0.000107438
191,195.488,0.51107,0.53435,0.83774,0.98269,1,0.995,0.81967,0.79316,0.3829,1.03696,9.91865e-05,9.91865e-05,9.91865e-05
192,197.567,0.44741,0.44905,0.83213,0.9806,1,0.995,0.8133,0.79568,0.38784,1.04311,9.09349e-05,9.09349e-05,9.09349e-05
193,198.358,0.43351,0.42081,0.80882,0.9806,1,0.995,0.8133,0.79568,0.38784,1.04311,8.26832e-05,8.26832e-05,8.26832e-05
194,199.566,0.44739,0.48299,0.80759,0.98133,1,0.995,0.81382,0.79906,0.38954,1.04844,7.44316e-05,7.44316e-05,7.44316e-05
195,201.155,0.42505,0.46554,0.82837,0.98133,1,0.995,0.81382,0.79906,0.38954,1.04844,6.61799e-05,6.61799e-05,6.61799e-05
196,202.328,0.42416,0.43147,0.80125,0.98288,1,0.995,0.81908,0.80675,0.39529,1.05453,5.79283e-05,5.79283e-05,5.79283e-05
197,203.637,0.42989,0.42639,0.81101,0.98288,1,0.995,0.81908,0.80675,0.39529,1.05453,4.96766e-05,4.96766e-05,4.96766e-05
198,204.626,0.41252,0.42631,0.81741,0.98443,1,0.995,0.8005,0.81226,0.39785,1.05857,4.1425e-05,4.1425e-05,4.1425e-05
199,205.399,0.45145,0.44446,0.83481,0.98443,1,0.995,0.8005,0.81226,0.39785,1.05857,3.31733e-05,3.31733e-05,3.31733e-05
200,206.473,0.43505,0.45544,0.7939,0.98414,1,0.995,0.80084,0.8185,0.40531,1.06289,2.49217e-05,2.49217e-05,2.49217e-05
